addr_st,addr_xst,city,state,address,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"E SIMPSON AV","N EFFIE ST",Fresno,CA,"E SIMPSON AV and N EFFIE ST",36.778538,-119.788304,1,intersection,,"E Simpson Ave",,,Fresno,CA,"Fresno County",93703,US,"TIGER/Line® dataset from the US Census Bureau"
"E FOUNTAIN WY","N HAYSTON AV",Fresno,CA,"E FOUNTAIN WY and N HAYSTON AV",36.781387,-119.748073,0.96,intersection,,"E Fountain Way",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"W HARVARD AV","N TEILMAN AV",Fresno,CA,"W HARVARD AV and N TEILMAN AV",36.773891,-119.822108,1,intersection,,"N Teilman Ave",,,Fresno,CA,"Fresno County",93705,US,"TIGER/Line® dataset from the US Census Bureau"
"N FRUIT AV","W SPRUCE AV",Fresno,CA,"N FRUIT AV and W SPRUCE AV",36.841141,-119.817845,0.83,intersection,,"N Fruit Ave",,,Fresno,CA,"Fresno County",93711,US,"TIGER/Line® dataset from the US Census Bureau"
"W SAN JOSE AV","N GATES AV",Fresno,CA,"W SAN JOSE AV and N GATES AV",36.813162,-119.871989,1,intersection,,"N Gates Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"S WINERY AV","E FILLMORE AV",Fresno,CA,"S WINERY AV and E FILLMORE AV",36.741696,-119.732568,1,intersection,,"E Fillmore Ave",,,Fresno,CA,"Fresno County",93727,US,"TIGER/Line® dataset from the US Census Bureau"
"S HOMSY AV","E HAMILTON AV",Fresno,CA,"S HOMSY AV and E HAMILTON AV",36.724851,-119.715951,0.91,intersection,,"E Hamilton Ave",,,Fresno,CA,"Fresno County",93727,US,"TIGER/Line® dataset from the US Census Bureau"
"W HERNDON AV","N MARKS AV",Fresno,CA,"W HERNDON AV and N MARKS AV",36.837271,-119.847412,0.92,intersection,,"N Marks Ave",,,Fresno,CA,"Fresno County",93711,US,"TIGER/Line® dataset from the US Census Bureau"
"W ANDREWS AV","N THORNE AV",Fresno,CA,"W ANDREWS AV and N THORNE AV",36.780304,-119.813083,0.8,intersection,,"E Andrews Ave",,,Fresno,CA,"Fresno County",93704,US,"TIGER/Line® dataset from the US Census Bureau"
"W WILLIS AV","N GILROY AV",Fresno,CA,"W WILLIS AV and N GILROY AV",36.795996,-119.879232,0.81,intersection,,"N Gilroy Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"N WEST AV","W OLIVE AV",Fresno,CA,"N WEST AV and W OLIVE AV",36.8411,-119.801015,0.5,place,,,,,Fresno,CA,"Fresno County",93650,US,"TIGER/Line® dataset from the US Census Bureau"
"W NORWICH AV","N PLEASANT AV",Fresno,CA,"W NORWICH AV and N PLEASANT AV",36.798878,-119.841388,0.95,intersection,,"N Pleasant Ave",,,Fresno,CA,"Fresno County",93705,US,"TIGER/Line® dataset from the US Census Bureau"
"N FULTON ST","E VOORMAN AV",Fresno,CA,"N FULTON ST and E VOORMAN AV",36.744147,-119.800319,1,intersection,,"E Voorman Ave",,,Fresno,CA,"Fresno County",93701,US,"TIGER/Line® dataset from the US Census Bureau"
"W TENAYA AV","N VISTA AV",Fresno,CA,"W TENAYA AV and N VISTA AV",36.828637,-119.895884,0.8,intersection,,"N Vista Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"E FLINT WY","N SIXTH ST",Fresno,CA,"E FLINT WY and N SIXTH ST",36.788302,-119.764353,1,intersection,,"E Flint Way",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"N FIGARDEN DR","N BRAWLEY AV",Fresno,CA,"N FIGARDEN DR and N BRAWLEY AV",36.816243,-119.863246,0.8,intersection,,"N Brawley Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"W ANDREWS AV","N ARTHUR AV",Fresno,CA,"W ANDREWS AV and N ARTHUR AV",36.780274,-119.815337,1,intersection,,"N Arthur Ave",,,Fresno,CA,"Fresno County",93705,US,"TIGER/Line® dataset from the US Census Bureau"
"N FIRST ST","E HAMPTON WY",Fresno,CA,"N FIRST ST and E HAMPTON WY",36.792645,-119.772328,1,intersection,,"E Hampton Way",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"N BLACKSTONE AV","E BULLARD AV",Fresno,CA,"N BLACKSTONE AV and E BULLARD AV",36.822915,-119.790352,1,intersection,,"E Bullard Ave",,,Fresno,CA,"Fresno County",93710,US,"TIGER/Line® dataset from the US Census Bureau"
"N CHESTNUT AV","N BONADELLE AV",Fresno,CA,"N CHESTNUT AV and N BONADELLE AV",36.805411,-119.737178,0.88,intersection,,"N Bonadelle Ave",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"N VAGEDES AV","W PRINCETON AV",Fresno,CA,"N VAGEDES AV and W PRINCETON AV",36.775728,-119.816463,1,intersection,,"N Vagedes Ave",,,Fresno,CA,"Fresno County",93705,US,"TIGER/Line® dataset from the US Census Bureau"
"N GOLDEN STATE BL","W OLIVE AV",Fresno,CA,"N GOLDEN STATE BL and W OLIVE AV",36.757512,-119.82169,0.96,intersection,,"N Golden State Blvd",,,Fresno,CA,"Fresno County",93728,US,"TIGER/Line® dataset from the US Census Bureau"
"N FINANCIAL DR","E EARLY CALIFORNIA CT",Fresno,CA,"N FINANCIAL DR and E EARLY CALIFORNIA CT",36.838538,-119.771454,1,street_center,,"N Financial Dr",,,Fresno,CA,"Fresno County",93720,US,"TIGER/Line® dataset from the US Census Bureau"
"VALLEY CHILDRENS PL","N FRWY 41",Fresno,CA,"VALLEY CHILDRENS PL and N FRWY 41",36.8411,-119.801015,0.5,place,,,,,Fresno,CA,"Fresno County",93650,US,"TIGER/Line® dataset from the US Census Bureau"
"E HAMILTON AV","VAN NESS AV",Fresno,CA,"E HAMILTON AV and VAN NESS AV",36.725073,-119.784058,0.77,intersection,,"E Hamilton Ave",,,Fresno,CA,"Fresno County",93721,US,"TIGER/Line® dataset from the US Census Bureau"
"N POPLAR AV","E BELMONT AV",Fresno,CA,"N POPLAR AV and E BELMONT AV",36.750444,-119.795815,1,intersection,,"E Belmont Ave",,,Fresno,CA,"Fresno County",93701,US,"TIGER/Line® dataset from the US Census Bureau"
"N MANOR AV","W FLINT WY",Fresno,CA,"N MANOR AV and W FLINT WY",36.787326,-119.827656,0.66,intersection,,"N Manor Ave",,,Fresno,CA,"Fresno County",93705,US,"TIGER/Line® dataset from the US Census Bureau"
"E KAVILAND AV","S SUNNYSIDE AV",Fresno,CA,"E KAVILAND AV and S SUNNYSIDE AV",36.8411,-119.801015,0.5,place,,,,,Fresno,CA,"Fresno County",93650,US,"TIGER/Line® dataset from the US Census Bureau"
"N BLACKSTONE AV","E OLIVE AV",Fresno,CA,"N BLACKSTONE AV and E OLIVE AV",36.757702,-119.790543,1,intersection,,"E Olive Ave",,,Fresno,CA,"Fresno County",93701,US,"TIGER/Line® dataset from the US Census Bureau"
"N CHESTNUT AV","E LOS ALTOS AV",Fresno,CA,"N CHESTNUT AV and E LOS ALTOS AV",36.832571,-119.736097,1,intersection,,"E Los Altos Ave",,,Fresno,CA,"Fresno County",93710,US,"TIGER/Line® dataset from the US Census Bureau"
"S WINERY AV","E BALCH AV",Fresno,CA,"S WINERY AV and E BALCH AV",36.73867,-119.736316,0.61,intersection,,"E Balch Ave",,,Fresno,CA,"Fresno County",93727,US,"TIGER/Line® dataset from the US Census Bureau"
"E AMADOR ST","S PLUMAS AV",Fresno,CA,"E AMADOR ST and S PLUMAS AV",36.734898,-119.811456,1,intersection,,"E Amador St",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"N WHEELER AV","W MINARETS AV",Fresno,CA,"N WHEELER AV and W MINARETS AV",36.841702,-119.888803,0.97,intersection,,"N Wheeler Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"W LOS ALTOS AV","N CONSTANCE AV",Fresno,CA,"W LOS ALTOS AV and N CONSTANCE AV",36.832695,-119.88567,0.83,intersection,,"N Constance Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"W DOVEWOOD LN","N GLENN AV",Fresno,CA,"W DOVEWOOD LN and N GLENN AV",36.817689,-119.792657,0.77,intersection,,"N Glenn Ave",,,Fresno,CA,"Fresno County",93704,US,"TIGER/Line® dataset from the US Census Bureau"
"W FREMONT AV","N CONSTANCE AV",Fresno,CA,"W FREMONT AV and N CONSTANCE AV",36.833495,-119.885672,0.77,intersection,,"N Constance Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"E NEVADA AV","N FIRST ST",Fresno,CA,"E NEVADA AV and N FIRST ST",36.745906,-119.772507,1,intersection,,"E Nevada Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"W DAYTON AV","N WARREN AV",Fresno,CA,"W DAYTON AV and N WARREN AV",36.782925,-119.828737,1,intersection,,"N Warren Ave",,,Fresno,CA,"Fresno County",93705,US,"TIGER/Line® dataset from the US Census Bureau"
"E GETTYSBURG AV","N NINTH ST",Fresno,CA,"E GETTYSBURG AV and N NINTH ST",36.801341,-119.75872,1,intersection,,"E Gettysburg Ave",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"N CARNEGIE AV","W RIVER VISTA DR",Fresno,CA,"N CARNEGIE AV and W RIVER VISTA DR",36.847968,-119.892984,0.82,intersection,,"N Carnegie Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"S LILY AV","E REVEREND CHESTER RIGGINS AV",Fresno,CA,"S LILY AV and E REVEREND CHESTER RIGGINS AV",36.717793,-119.786263,1,intersection,,"E Reverand Chester Riggins Ave",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"S CHESTNUT AV","E TULARE ST",Fresno,CA,"S CHESTNUT AV and E TULARE ST",36.743189,-119.737532,0.67,intersection,,"E Tulare Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"W DAKOTA AV","N WEST AV",Fresno,CA,"W DAKOTA AV and N WEST AV",36.786559,-119.855693,1,street_center,,"W Dakota Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"N VAGEDES AV","W CORNELL AV",Fresno,CA,"N VAGEDES AV and W CORNELL AV",36.777508,-119.816481,1,intersection,,"N Vagedes Ave",,,Fresno,CA,"Fresno County",93705,US,"TIGER/Line® dataset from the US Census Bureau"
"N MILBURN AV","W CLINTON AV",Fresno,CA,"N MILBURN AV and W CLINTON AV",36.771805,-119.875776,1,intersection,,"N Milburn Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"E KINGS CANYON RD","S LIND AV",Fresno,CA,"E KINGS CANYON RD and S LIND AV",36.735887,-119.711562,1,intersection,,"E Kings Canyon Rd",,,Fresno,CA,"Fresno County",93727,US,"TIGER/Line® dataset from the US Census Bureau"
"N PLEASANT AV","W FLORADORA AV",Fresno,CA,"N PLEASANT AV and W FLORADORA AV",36.761065,-119.839863,1,intersection,,"N Pleasant Ave",,,Fresno,CA,"Fresno County",93728,US,"TIGER/Line® dataset from the US Census Bureau"
"E BELMONT AV","N EIGHTH ST",Fresno,CA,"E BELMONT AV and N EIGHTH ST",36.750464,-119.760762,1,intersection,,"E Belmont Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"E DWIGHT WY","S SPALDING AV",Fresno,CA,"E DWIGHT WY and S SPALDING AV",36.722324,-119.760487,0.78,intersection,,"E Dwight Way",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"N HOWARD ST","E FEDORA AV",Fresno,CA,"N HOWARD ST and E FEDORA AV",36.783442,-119.782475,0.8,intersection,,"E Fedora Ave",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"E SANTA ANA AV","N VALERIA ST",Fresno,CA,"E SANTA ANA AV and N VALERIA ST",36.804921,-119.784513,1,intersection,,"E Santa Ana Ave",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"E SHIELDS AV","N ARMSTRONG AV",Fresno,CA,"E SHIELDS AV and N ARMSTRONG AV",36.779367,-119.673133,1,intersection,,"E Shields Ave",,,Fresno,CA,"Fresno County",93727,US,"TIGER/Line® dataset from the US Census Bureau"
"W BULLARD AV","N LEAD AV",Fresno,CA,"W BULLARD AV and N LEAD AV",36.82155,-119.84724,0.94,intersection,,"N Lead Ave",,,Fresno,CA,"Fresno County",93711,US,"TIGER/Line® dataset from the US Census Bureau"
"VENTURA AV","G ST",Fresno,CA,"VENTURA AV and G ST",36.736022,-119.770193,1,street_center,,"Ventura Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"W ASHLAN AV","N PLEASANT AV",Fresno,CA,"W ASHLAN AV and N PLEASANT AV",36.793708,-119.839767,1,intersection,,"N Pleasant Ave",,,Fresno,CA,"Fresno County",93705,US,"TIGER/Line® dataset from the US Census Bureau"
"N WILSON AV","E DUDLEY AV",Fresno,CA,"N WILSON AV and E DUDLEY AV",36.754,-119.806321,1,intersection,,"E Dudley Ave",,,Fresno,CA,"Fresno County",93728,US,"TIGER/Line® dataset from the US Census Bureau"
"E HUNTINGTON BL","S SIXTH ST",Fresno,CA,"E HUNTINGTON BL and S SIXTH ST",36.739401,-119.76433,1,intersection,,"E Huntington Blvd",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"W ALLUVIAL AV","N SAN PEDRO AV",Fresno,CA,"W ALLUVIAL AV and N SAN PEDRO AV",36.842182,-119.864002,1,intersection,,"N San Pedro Ave",,,Fresno,CA,"Fresno County",93711,US,"TIGER/Line® dataset from the US Census Bureau"
"E PAUL AV","N BACKER AV",Fresno,CA,"E PAUL AV and N BACKER AV",36.832249,-119.745122,0.75,intersection,,"E Paul Ave",,,Fresno,CA,"Fresno County",93710,US,"TIGER/Line® dataset from the US Census Bureau"
"E ASHCROFT AV","N EIGHTH ST",Fresno,CA,"E ASHCROFT AV and N EIGHTH ST",36.798131,-119.761013,0.96,intersection,,"E Ashcroft Ave",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"W CLINTON AV","N THORNE AV",Fresno,CA,"W CLINTON AV and N THORNE AV",36.772098,-119.813104,0.8,intersection,,"E Clinton Ave",,,Fresno,CA,"Fresno County",93704,US,"TIGER/Line® dataset from the US Census Bureau"
"S ROUGHRIDER AV","E LAUREL AV",Fresno,CA,"S ROUGHRIDER AV and E LAUREL AV",36.740127,-119.729123,0.65,intersection,,"E Laurel Ave",,,Fresno,CA,"Fresno County",93727,US,"TIGER/Line® dataset from the US Census Bureau"
"W ALLUVIAL AV","N GREGORY AV",Fresno,CA,"W ALLUVIAL AV and N GREGORY AV",36.844764,-119.894311,0.9,intersection,,"N Gregory Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"E NORWICH AV","N SHERMAN AV",Fresno,CA,"E NORWICH AV and N SHERMAN AV",36.800522,-119.776843,0.45,intersection,,"E Norwich Ave",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"E LYELL AV","S PARALLEL AV",Fresno,CA,"E LYELL AV and S PARALLEL AV",36.729683,-119.772086,1,intersection,,"E Lyell Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"E CLINTON AV","N SECOND ST",Fresno,CA,"E CLINTON AV and N SECOND ST",36.772263,-119.771329,1,intersection,,"E Clinton Ave",,,Fresno,CA,"Fresno County",93703,US,"TIGER/Line® dataset from the US Census Bureau"
"W VALENCIA AV","S WEST AV",Fresno,CA,"W VALENCIA AV and S WEST AV",36.72315,-119.816434,1,street_center,,"W Valencia Ave",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"W MINARETS AV","N BLYTHE AV",Fresno,CA,"W MINARETS AV and N BLYTHE AV",36.841884,-119.87463,0.89,intersection,,"N Blythe Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"W ANDREWS AV","N HULBERT AV",Fresno,CA,"W ANDREWS AV and N HULBERT AV",36.78016,-119.834335,1,intersection,,"N Hulbert Ave",,,Fresno,CA,"Fresno County",93705,US,"TIGER/Line® dataset from the US Census Bureau"
"N THIRD ST","E IOWA AV",Fresno,CA,"N THIRD ST and E IOWA AV",36.744112,-119.769266,1,intersection,,"E Iowa Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"W EVERETT AV","N MCCAFFREY AV",Fresno,CA,"W EVERETT AV and N MCCAFFREY AV",36.846983,-119.889707,0.74,intersection,,"N McCaffrey Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"E MCKENZIE AV","N FOURTH ST",Fresno,CA,"E MCKENZIE AV and N FOURTH ST",36.746825,-119.767591,1,intersection,,"E McKenzie Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"S GARDEN AV","E GROVE AV",Fresno,CA,"S GARDEN AV and E GROVE AV",36.711006,-119.733653,1,intersection,,"E Grove Ave",,,Fresno,CA,"Fresno County",93725,US,"TIGER/Line® dataset from the US Census Bureau"
"S FRUIT AV","W EL DORADO ST",Fresno,CA,"S FRUIT AV and W EL DORADO ST",36.7376,-119.817493,1,intersection,,"S Fruit Ave",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"E FRWY 180","N FRWY 41",Fresno,CA,"E FRWY 180 and N FRWY 41",36.664223,-119.79094,0.7,street_center,,"State Hwy 41",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"E REVEREND CHESTER RIGGINS AV","S EUNICE AV",Fresno,CA,"E REVEREND CHESTER RIGGINS AV and S EUNICE AV",36.717827,-119.794168,1,intersection,,"E Reverand Chester Riggins Ave",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"N ABBY ST","E FEDORA AV",Fresno,CA,"N ABBY ST and E FEDORA AV",36.78391,-119.787788,0.94,intersection,,"E Fedora Ave",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"E BARTON SQ","E KAVILAND AV",Fresno,CA,"E BARTON SQ and E KAVILAND AV",36.708981,-119.749708,0.8,intersection,,"E Kaviland Ave",,,Fresno,CA,"Fresno County",93725,US,"TIGER/Line® dataset from the US Census Bureau"
"N DELNO AV","W HOME AV",Fresno,CA,"N DELNO AV and W HOME AV",36.762955,-119.819906,1,intersection,,"N Delno Ave",,,Fresno,CA,"Fresno County",93728,US,"TIGER/Line® dataset from the US Census Bureau"
"N VALENTINE AV","W BARSTOW AV",Fresno,CA,"N VALENTINE AV and W BARSTOW AV",36.815426,-119.853523,1,intersection,,"N Valentine Ave",,,Fresno,CA,"Fresno County",93711,US,"TIGER/Line® dataset from the US Census Bureau"
"E IOWA AV","N SIERRA VISTA AV",Fresno,CA,"E IOWA AV and N SIERRA VISTA AV",36.744104,-119.743172,0.61,intersection,,"E Iowa Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"S SARAH ST","E CHURCH AV",Fresno,CA,"S SARAH ST and E CHURCH AV",36.714168,-119.778335,1,intersection,,"E Church Ave",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"E SHAW AV","N MARIPOSA ST",Fresno,CA,"E SHAW AV and N MARIPOSA ST",36.80854,-119.779102,0.95,intersection,,"E Shaw Ave",,,Fresno,CA,"Fresno County",93710,US,"TIGER/Line® dataset from the US Census Bureau"
"E ACACIA AV","N CLARK ST",Fresno,CA,"E ACACIA AV and N CLARK ST",36.80422,-119.783642,0.77,intersection,,"E Acacia Ave",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
4D23,SMITH,Fresno,CA,"4D23 and SMITH",0,0,0,,"Could not geocode address. Postal code or city required.",,,,,,,,,
"E CLINTON AV","N MILLBROOK AV",Fresno,CA,"E CLINTON AV and N MILLBROOK AV",36.772295,-119.762963,1,intersection,,"E Clinton Ave",,,Fresno,CA,"Fresno County",93703,US,"TIGER/Line® dataset from the US Census Bureau"
"N POLK AV","W ASHLAN AV",Fresno,CA,"N POLK AV and W ASHLAN AV",36.793537,-119.889362,1,intersection,,"N Polk Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"E OLIVE AV","N ABBY ST",Fresno,CA,"E OLIVE AV and N ABBY ST",36.757239,-119.789215,1,intersection,,"E Olive Ave",,,Fresno,CA,"Fresno County",93701,US,"TIGER/Line® dataset from the US Census Bureau"
"E AUSTIN WY","N ANGUS ST",Fresno,CA,"E AUSTIN WY and N ANGUS ST",36.794809,-119.776853,1,intersection,,"E Austin Way",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"E BURNS AV","S CHESTNUT AV",Fresno,CA,"E BURNS AV and S CHESTNUT AV",36.774968,-119.736285,0.8,intersection,,"E Brown Ave",,,Fresno,CA,"Fresno County",93703,US,"TIGER/Line® dataset from the US Census Bureau"
"S ORANGE AV","E HAMILTON AV",Fresno,CA,"S ORANGE AV and E HAMILTON AV",36.724994,-119.76363,1,intersection,,"E Hamilton Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"W ASHLAN AV","N BENEDICT AV",Fresno,CA,"W ASHLAN AV and N BENEDICT AV",36.795117,-119.847181,0.91,intersection,,"N Benedict Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"N CHESTNUT AV","E AUSTIN WY",Fresno,CA,"N CHESTNUT AV and E AUSTIN WY",36.794961,-119.74063,0.54,intersection,,"E Austin Way",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"S EUNICE AV","E LORENA AV",Fresno,CA,"S EUNICE AV and E LORENA AV",36.719665,-119.793638,0.94,intersection,,"E Lorena Ave",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"E MCKENZIE AV","N CLARK ST",Fresno,CA,"E MCKENZIE AV and N CLARK ST",36.746841,-119.786021,1,intersection,,"E McKenzie Ave",,,Fresno,CA,"Fresno County",93701,US,"TIGER/Line® dataset from the US Census Bureau"
"E BUTLER AV","S PARALLEL AV",Fresno,CA,"E BUTLER AV and S PARALLEL AV",36.728633,-119.771699,0.99,intersection,,"E Butler Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"E PRINCETON AV","N GLENN AV",Fresno,CA,"E PRINCETON AV and N GLENN AV",36.775881,-119.7928,1,intersection,,"E Princeton Ave",,,Fresno,CA,"Fresno County",93704,US,"TIGER/Line® dataset from the US Census Bureau"
"N TAMERA AV","W WRENWOOD LN",Fresno,CA,"N TAMERA AV and W WRENWOOD LN",36.817537,-119.851595,0.8,intersection,,"N Tamera Ave",,,Fresno,CA,"Fresno County",93711,US,"TIGER/Line® dataset from the US Census Bureau"
"E EL MONTE WY","S SIERRA VISTA AV",Fresno,CA,"E EL MONTE WY and S SIERRA VISTA AV",36.734966,-119.740961,1,intersection,,"E El Monte Way",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
